"","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"792",20120134,17829,2012,"4/3/2012 7:40 AM",31555,"KINDER MORGAN CO2 CO. LP","CORTEZ PIPELINE","ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","","","DENVER CITY","YOAKUM","TX",33.03138,-102.82027,"INCORRECT OPERATION","INCORRECT EQUIPMENT",3.88,0,0,3.88,"NO","NO","NO","","",0,0,2911,0,0,0,0,0,2911
"793",20120133,17860,2012,"4/4/2012 6:22 AM",22430,"WEST SHORE PIPELINE CO","CITGO LEMONT REFINERY","ONSHORE","ABOVEGROUND","CRUDE OIL","","","LOCKPORT","WILL","IL",41.658008,-88.041942,"INCORRECT OPERATION","INCORRECT INSTALLATION",0.36,0,0.36,0,"NO","NO","YES","4/4/2012 6:55","4/4/2012 20:56",0,0,0,0,0,35000,0,0,35000
"794",20120121,18125,2012,"4/4/2012 9:00 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/HEBERT","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","BEAUMONT","JEFFERSON","TX",29.974993,-94.05586,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",2.5,0,2.5,0,"NO","NO","NO","","",0,0,3000,315,0,3000,3000,0,9315
"795",20120130,17657,2012,"4/4/2012 1:00 PM",300,"PLAINS PIPELINE, L.P.","MESA TANK FARM","ONSHORE","UNDERGROUND","CRUDE OIL","","","MIDLAND","MIDLAND","TX",32.01426,-102.02737,"CORROSION","INTERNAL",3,0,3,0,"NO","NO","YES","4/4/2012 13:30","4/4/2012 15:00",0,0,7000,0,0,2200,1000,0,10200
"797",20120135,17828,2012,"4/6/2012 6:31 AM",31555,"KINDER MORGAN CO2 CO. LP","SHEEP MOUNTAIN PUMP STATION","ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","","","DENVER CITY","YOAKUM","TX",33.03138,-102.82777,"INCORRECT OPERATION","INCORRECT EQUIPMENT",15.15,0,0,15.15,"NO","NO","NO","","",0,0,2911,1,0,0,0,0,2912
"798",20120132,17826,2012,"4/6/2012 8:53 AM",32080,"CCPS TRANSPORTATION, LLC","LINE 55 ","ONSHORE","ABOVEGROUND","CRUDE OIL","","","SHELBINA","SHELBY","MO",39.72708,-92.04994,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",20,0,20,0,"NO","NO","YES","4/6/2012 8:53","4/7/2012 19:30",0,0,0,2000,0,152500,332000,0,486500
"799",20120136,18074,2012,"4/6/2012 1:35 PM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PASADENA","HARRIS","TX",40.52243,-74.25384,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.48,0,0.4,0.08,"NO","NO","YES","4/6/2012 13:45","",0,0,250000,5,0,0,1e+05,0,350005
"800",20120131,18520,2012,"4/7/2012 4:23 AM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","CLEARBROOK TERMINAL","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CLEARBROOK","CLEARWATER","MN",47.68889,-95.41222,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.6,0,0.6,0,"NO","NO","YES","4/7/2012 4:23","4/7/2012 7:50",0,0,3100,0,0,7000,0,0,10100
"801",20120143,17629,2012,"4/8/2012 11:00 AM",18718,"SUNOCO PIPELINE L.P.","SOUR LAKE STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","SOUR LAKE","HARDIN","TX",30.1408,-94.3989,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",5,0,0,5,"NO","NO","NO","","",0,0,2770,500,0,9106,12684,0,25060
"802",20120141,19599,2012,"4/8/2012 10:04 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","C75","ONSHORE","UNDERGROUND","CRUDE OIL","","","CUSHING","PAYNE","OK",35.953247,-96.758858,"CORROSION","INTERNAL",600,0,600,0,"NO","NO","YES","4/8/2012 22:04","6/22/2012 15:00",0,0,1560277,60000,0,63100,14950,0,1698327
"803",20120144,17700,2012,"4/9/2012 2:45 PM",300,"PLAINS PIPELINE, L.P.","WILMINGTON STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CARSON","LOS ANGELES","CA",33.80197,-118.23844,"INCORRECT OPERATION","INCORRECT VALVE POSITION",4.5,0,4.5,0,"NO","NO","NO","","",0,0,0,0,0,5000,10000,0,15000
"804",20120139,19031,2012,"4/9/2012 7:15 PM",32109,"ONEOK NGL PIPELINE LP","ONEOK BINGER JCT. 2","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE (RAW FEED)","MINCO","GRADY","OK",35.34866,-98.09101,"INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",1.84,0.24,0,1.84,"NO","NO","NO","","",0,0,100,73,0,150,0,0,323
"805",20120122,18124,2012,"4/10/2012 7:00 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/PAULDING STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","LOUIN","JASPER","MS",32.02821,-89.10162,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.87,0,0.87,0,"NO","NO","NO","","",0,0,1000,104,0,13372,0,0,14476
"806",20120145,18341,2012,"4/10/2012 5:17 PM",4906,"EXXONMOBIL PIPELINE CO","ST JAMES STATION NORTH","ONSHORE","UNDERGROUND","CRUDE OIL","","","ST. JAMES","ST. JAMES","LA",30.010536,-90.861846,"CORROSION","INTERNAL",5.5,0,5.5,0,"NO","NO","YES","4/10/2012 17:17","4/11/2012 16:00",0,0,40000,100,0,1500,40000,0,81600
"807",20120146,18313,2012,"4/10/2012 7:05 PM",4906,"EXXONMOBIL PIPELINE CO","BATON ROUGE PRODUCTS STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BATON ROUGE","EAST BATON ROUGE","LA",30.492551,-91.187577,"INCORRECT OPERATION","INCORRECT VALVE POSITION",0.23,0,0.23,0,"NO","NO","NO","","",0,0,0,12,0,0,300,0,312
"808",20120150,16857,2012,"4/11/2012 11:30 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","#2-8"" MINNEAPOLIS -- DULUTH LINE","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","NEW BRIGHTON","RAMSEY","MN",45.05919,-93.19544,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.24,0,0.24,0,"NO","NO","NO","","",0,0,25,25,0,0,2000,0,2050
"809",20120152,17644,2012,"4/11/2012 1:25 PM",4805,"EXPLORER PIPELINE CO","CHATSWORTH PUMP STATION","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","STRAWN","LIVINGSTON","IL",40.647936,-88.340732,"CORROSION","INTERNAL",41.64,0,41.64,0,"NO","NO","NO","","",0,0,5000,0,0,43000,0,5000,53000
"812",20120154,17392,2012,"4/16/2012 8:45 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","BOYER PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","EL DORADO","BUTLER","KS",37.78977,-96.90047,"MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.48,0,0.48,0,"NO","NO","NO","","",0,0,1000,100,0,2000,500,0,3600
"813",20120156,18337,2012,"4/16/2012 10:00 AM",4906,"EXXONMOBIL PIPELINE CO","VIOLA ACT METER STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CORPUS CHRISTI","NUECES","TX",27.83125,-97.51745,"INCORRECT OPERATION","INCORRECT INSTALLATION",0.38,0,0.38,0,"NO","NO","NO","","",0,0,100,40,0,9000,0,0,9140
"814",20120151,16973,2012,"4/16/2012 6:00 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SEMINOLE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","CLUTE, TX","BRAZORIA ","TX",29.06023333,-95.35065556,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",3,0,0,3,"NO","NO","YES","4/16/2012 18:00","4/17/2012 9:30",0,0,1000,70,1000,25000,12000,0,39070
"815",20120159,18075,2012,"4/16/2012 8:15 PM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","","","NJ",40.352903,-74.125619,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",35.26,0,35.26,0,"NO","NO","YES","4/16/2012 20:30","5/14/2012 21:00",0,0,4000,100,0,0,217000,0,221100
"816",20120153,16819,2012,"4/19/2012 12:28 PM",26134,"EXXONMOBIL OIL CORP - WEST COAST","G-13 GATHERING LINE- CSFM ID-1235  ","ONSHORE","UNDERGROUND","CRUDE OIL","","","MARCIOPA","KERN","CA",35.04474,-119.19115,"CORROSION","INTERNAL",2.7,0,2.7,0,"NO","NO","YES","4/19/2012 13:00","4/19/2012 21:00",0,0,500,230,0,3800,1500,0,6030
"817",20120158,16845,2012,"4/19/2012 2:45 PM",30777,"MOTIVA ENTERPRISE LLC","MOTIVA ENTERPRISES LLC","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","FULL RANGE NAPTHA","PORT ARTHUR TEXAS","JEFFERSON","TX",29.52107,-93.5745,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.16,0,0.16,0,"NO","NO","YES","4/19/2012 15:05","4/20/2012 6:00",0,0,11000,0,0,0,11000,0,22000
"818",20120162,16643,2012,"4/19/2012 4:37 PM",31684,"CONOCOPHILLIPS","LINE 300","ONSHORE","UNDERGROUND","CRUDE OIL","","","SANTA MARIA","SANTA BARBARA","CA",34.972892,-120.444417,"CORROSION","EXTERNAL",5,0,5,0,"NO","NO","YES","4/19/2012 16:37","4/21/2012 3:15",0,0,45000,500,25000,325000,10000,0,405500
"819",20120149,19194,2012,"4/19/2012 5:00 PM",1541,"BP PIPELINES (ALASKA), INC","BADAMI FACILITY","ONSHORE","ABOVEGROUND","CRUDE OIL","","","N/A","NORTH SLOPE BOROUGH","AK",70.15120454,-147.09653571,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.28,0,0.28,0,"NO","NO","YES","4/21/2012 6:30","4/21/2012 15:00",0,0,980,0,0,1500,600,0,3080
"820",20120157,18567,2012,"4/20/2012 2:00 PM",99031,"CITGO PETROLEUM CORPORATION (TERMINALS)","EAST CHICAGO TERMINAL","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","EAST CHICAGO","LAKE","IN",41.62672,-87.433952,"CORROSION","INTERNAL",0.72,0,0.36,0.36,"NO","NO","NO","","",0,0,25000,100,0,2000,0,0,27100
"821",20120164,18239,2012,"4/23/2012 4:00 AM",12470,"MID - VALLEY PIPELINE CO","HEBRON STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","HEBRON","BOONE","KY",39.03543,-84.69089,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.47,0,0.47,0,"NO","NO","NO","","",0,0,8500,0,0,1400,0,0,9900
"822",20120155,17520,2012,"4/23/2012 9:40 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","","ONSHORE","ABOVEGROUND","CRUDE OIL","","","WEST COLUMBIA","BRAZORIA","TX",29.145153,-95.67591,"CORROSION","INTERNAL",3,0,3,0,"NO","NO","","","",0,0,2500,350,0,6000,6000,0,14850
"823",20120161,18865,2012,"4/23/2012 3:10 PM",1845,"BUCKEYE PARTNERS, LP","LINDEN STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","LINDEN","UNION","NJ",40.608511,-74.239999,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.17,0,0.17,0,"NO","NO","NO","","",0,0,0,0,0,1060,3600,0,4660
"824",20120160,17450,2012,"4/25/2012 6:30 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","ADDINGTON STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","ADDINGTON","JEFFERSON","OK",34.244372,-97.948581,"INCORRECT OPERATION","INCORRECT VALVE POSITION",0.5,0,0.2,0.3,"NO","NO","NO","","",0,0,2000,50,0,0,8000,0,10050
"825",20120166,20025,2012,"4/28/2012 10:40 PM",4906,"EXXONMOBIL PIPELINE CO","EMPCO NORTH LINE SYSTEM","ONSHORE","UNDERGROUND","CRUDE OIL","","","TORBERT","POINTE COUPEE","LA",30.554483,-91.457458,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",2880,0,2000,880,"NO","NO","YES","4/28/2012 22:40","3/1/2013 7:00",0,0,267200,91520,0,7220442,0,91500,7670662
"827",20120163,17596,2012,"4/30/2012 7:00 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","ALVIN STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y GRADE","ALVIN","BRAZORIA","TX",29.419652,-95.308771,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",3,0,0,3,"NO","NO","NO","","",0,0,22000,75,0,2520,2000,6000,32595
"828",20120165,19030,2012,"5/1/2012 6:15 PM",32109,"ONEOK NGL PIPELINE LP","ONEOK ARBUCKLE CLEBURNE PUMP STATION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","DEMETHANIZED RAW FEED","GODLEY","JOHNSON","TX",32.40169,-97.593745,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",3,5.7,0,3,"YES","NO","NO","","",0,0,250,370,0,150,0,0,770
"830",20120171,18523,2012,"5/6/2012 7:09 PM",5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC","VALLEY BOOSETER #1","ONSHORE","ABOVEGROUND","CRUDE OIL","","","ROSE HILL","BUTLER","KS",37.579665,-97.085468,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.36,0,0.36,0,"NO","NO","NO","","",0,0,5300,40,0,0,1500,0,6840
"831",20120170,18357,2012,"5/8/2012 7:04 AM",4805,"EXPLORER PIPELINE CO","GERALD PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","GERALD","FRANKLIN","MO",38.35257318,-91.32391233,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.71,0,0.71,0,"NO","NO","YES","5/8/2012 7:04","5/8/2012 23:15",0,0,16000,25,0,5000,3500,0,24525
"832",20120169,18333,2012,"5/8/2012 8:40 AM",31174,"SHELL PIPELINE CO., L.P.","NORCO STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","NORCO","ST. CHARLES","LA",30.0064,-90.4013,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.6,0,0.6,0,"NO","NO","NO","","",0,0,7000,75,0,2500,0,0,9575
"833",20120172,16858,2012,"5/10/2012 10:30 AM",18718,"SUNOCO PIPELINE L.P.","TEXAS PLAINS 10""","ONSHORE","UNDERGROUND","CRUDE OIL","","","CHILDRESS","CHILDRESS","TX",34.32044,-100.24465,"CORROSION","EXTERNAL",20,0,0,20,"NO","NO","YES","5/10/2012 10:30","5/13/2012 9:12",0,0,59440,1870,0,0,198223,0,259533
"834",20120177,17552,2012,"5/12/2012 11:15 AM",32044,"BP USFO/LOGISTICS","CARTERET TERMINAL","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CARTERET","MIDDLESEX","NJ",40.588225,-74.222514,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.48,0,0.48,0,"NO","NO","NO","","",0,0,3700,100,0,3003,1000,0,7803
"835",20120180,17628,2012,"5/14/2012 5:48 AM",18718,"SUNOCO PIPELINE L.P.","BIG SPRING STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","BIG SPRING","HOWARD","TX",32.26812,-101.40486,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.24,0,0.24,0,"NO","NO","","","",0,0,4000,20,0,0,0,0,4020
"836",20120181,17840,2012,"5/14/2012 7:00 AM",31580,"MAGELLAN TERMINALS HOLDINGS, LP","SOUTH CUSHING CRUDE","ONSHORE","TANK","CRUDE OIL","","","CUSHING","ADAIR","OK",35.92536,-96.74162,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.71,0,0.71,0,"NO","NO","","","",0,0,10000,0,0,3000,0,112000,125000
"838",20120175,18893,2012,"5/15/2012 10:57 AM",22855,"KOCH PIPELINE COMPANY, L.P.","JACKSONVILLE STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","JACKSONVILLE","RANDOLPH","MO",39.5894,-92.38284,"INCORRECT OPERATION","INCORRECT VALVE POSITION",3.2,0,2.62,0.58,"NO","NO","NO","","",0,0,40221,300,10016,0,46494,0,97031
"840",20120183,17132,2012,"5/17/2012 9:30 AM",15156,"SINCLAIR TRANSPORTATION COMPANY","MID-CONTINENT DISTRICT","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","KAHOKA","CLARK","MO",40.40966,-91.83585,"CORROSION","EXTERNAL",5,0,0,5,"NO","NO","NO","","",0,0,6000,600,2000,0,33370,0,41970
"841",20120187,18353,2012,"5/17/2012 10:30 AM",4805,"EXPLORER PIPELINE CO","GLENPOOL TANK FARM","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","GLENPOOL","TULSA","OK",35.97916323,-96.00824525,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",7,0,7,0,"NO","NO","NO","","",0,0,0,315,0,3000,16000,7000,26315
"842",20120174,17970,2012,"5/18/2012 6:40 AM",32147,"MARATHON PIPE LINE LLC","BYRON STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","BYRON","BIG HORN","WY",44.81602,-108.49913,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.14,0,0.14,0,"NO","NO","YES","5/18/2012 8:06","5/18/2012 10:33",0,0,1700,13,0,2500,0,0,4213
"844",20120184,17627,2012,"5/18/2012 8:00 PM",18718,"SUNOCO PIPELINE L.P.","CORSICANA STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","CORSICANA","NAVARRO","TX",32.0729,-96.4767,"CORROSION","INTERNAL",10,0,8,2,"NO","NO","NO","","",0,0,1350,176,0,783,8145,0,10454
"845",20120173,18123,2012,"5/19/2012 4:00 AM",2552,"COLONIAL PIPELINE CO","COLONIAL/HOUSTON STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PASADENA","HARRIS","TX",29.71871,-95.17964,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.4,0,0.4,0,"NO","NO","NO","","",0,0,7000,55,0,0,0,0,7055
"846",20120190,18381,2012,"5/19/2012 5:44 AM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","CARTERET","MIDDLESEX","NJ",40.352903,-74.125619,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",53.18,0,53.18,0,"NO","NO","YES","5/19/2012 5:45","5/25/2012 9:00",0,0,55000,500,37000,0,342000,0,434500
"847",20120179,17661,2012,"5/19/2012 1:14 PM",300,"PLAINS PIPELINE, L.P.","WINK STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","KERMIT","WINKLER","TX",31.790487,-103.132559,"INCORRECT OPERATION","INCORRECT VALVE POSITION",1.5,0,1.5,0,"NO","NO","YES","5/19/2012 13:30","5/19/2012 14:04",0,0,200,150,0,4000,0,0,4350
"848",20120189,19216,2012,"5/19/2012 2:14 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","GARNER LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","AMBOY","BLUE EARTH","MN",43.93146,-94.11098,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",3.4,0,0,3.4,"NO","NO","YES","5/19/2012 14:30","5/21/2012 18:53",0,0,17000,1911,5000,15000,30000,0,68911
"850",20120191,18122,2012,"5/22/2012 1:00 PM",2552,"COLONIAL PIPELINE CO","COLONIAL/ATHENS DELIVERY FACILITY","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","ATHENS","CLARKE","GA",33.99271,-83.41999,"INCORRECT OPERATION","INCORRECT INSTALLATION",14,0,13.21,0.79,"NO","NO","NO","","",0,0,2800,1750,0,22733,13000,0,40283
"851",20120192,17454,2012,"5/22/2012 1:30 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","C15","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CRANE","CRANE","TX",31.43275,-102.438656,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",2.5,0,0,2.5,"NO","NO","YES","5/22/2012 13:30","5/23/2012 9:00",0,0,2000,250,0,0,30078,0,32328
"852",20120193,17881,2012,"5/23/2012 7:30 AM",31684,"PHILLIPS 66 PIPELINE LLC","GUTHRIE PUMP STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","EDMOND","LOGAN","OK",35.737564,-97.379338,"CORROSION","INTERNAL",5,0,3,2,"NO","NO","YES","5/23/2012 7:54","7/13/2012 7:41",0,0,7000,180,0,3000,2500,0,12680
"853",20120195,18615,2012,"5/24/2012 11:15 AM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","SUPERIOR TERMINAL","ONSHORE","TANK","CRUDE OIL","","","SUPERIOR","DOUGLAS","WI",46.68889,-92.05972,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1.19,0,1.19,0,"NO","NO","NO","","",0,0,2500,0,0,10100,17500,0,30100
"854",20120194,17882,2012,"5/27/2012 3:27 PM",31684,"PHILLIPS 66 PIPELINE LLC","INSTATION PIPING","ONSHORE","ABOVEGROUND","CRUDE OIL","","","CUSHING","PAYNE","OK",35.943731,-96.754603,"CORROSION","INTERNAL",3,0,2,1,"NO","NO","NO","","",0,0,1500,270,0,2000,2500,1500,7770
"856",20120196,18498,2012,"6/1/2012 1:44 AM",32099,"ENERGY TRANSFER COMPANY","BENEBUM INJECTION","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MIDLAND","MIDLAND","TX",31.68154,-102.07528,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",2880,0,0,2880,"NO","NO","YES","6/1/2012 7:45","6/1/2012 8:57",0,0,25,117250,0,120,0,0,117395
"857",20120198,17443,2012,"6/2/2012 8:10 AM",14194,"OILTANKING, HOUSTON LP","OILTANKING HOUSTON      ","ONSHORE","ABOVEGROUND","CRUDE OIL","","","HOUSTON","HARRIS","TX",29.747769,-95.129993,"ALL OTHER CAUSES","UNKNOWN",0,0,0,0,"NO","NO","NO","","",0,0,0,0,0,0,0,0,0
"858",20120178,18651,2012,"6/4/2012 7:40 AM",9175,"JAYHAWK PIPELINE LLC","ELDORADO STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","EL DORADO","BUTLER","KS",37.8048,-96.91755,"INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",26,0,16,10,"NO","NO","NO","","",0,0,1000,1000,0,5000,2500,1000,10500
"860",20120203,18323,2012,"6/6/2012 12:31 AM",26125,"CALNEV PIPELINE CO","BAKER PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","BAKER","SAN BERNARDINO","CA",35.276957,-116.021774,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.42,0,0.42,0,"NO","NO","","","",0,0,4500,49,0,1000,0,5500,11049
"861",20120207,16826,2012,"6/6/2012 6:05 AM",32602,"OXY USA INC","EAST LA ","ONSHORE","UNDERGROUND","CRUDE OIL","","","COMMERCE","LOS ANGELES","CA",34.00551,-118.14477,"CORROSION","INTERNAL",0.6,0,0.4,0.2,"NO","NO","YES","6/6/2012 6:15","6/12/2012 9:00",0,0,8000,48,0,5000,1000,2500,16548
"863",20120197,17491,2012,"6/8/2012 7:42 AM",31174,"SHELL PIPELINE CO., L.P.","SUGARLAND TANK FARM","ONSHORE","TANK","CRUDE OIL","","","ST. JAMES","ST. JAMES","LA",30.008992,-90.854975,"NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",10,0,10,0,"NO","NO","","","",0,0,50000,0,0,5000,0,0,55000
